case_id,spec_id,split,scenario,fixture_seed,generation_contract,expected,state,result
n1_r000,HS_n1_b1,DEV,change_k,29110000,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r139,HS_n2_b1,RESERVED_CONFIRMATION,change_L_analytic,29120139,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r140,HS_n2_b1,RESERVED_CONFIRMATION,small_nonzero_g,29120140,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r141,HS_n2_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29120141,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r142,HS_n2_b1,RESERVED_CONFIRMATION,same_input_repeat,29120142,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r143,HS_n2_b1,RESERVED_CONFIRMATION,interleaved_contexts,29120143,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r144,HS_n2_b1,RESERVED_CONFIRMATION,change_k,29120144,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r145,HS_n2_b1,RESERVED_CONFIRMATION,change_q,29120145,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r146,HS_n2_b1,RESERVED_CONFIRMATION,change_tau,29120146,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r147,HS_n2_b1,RESERVED_CONFIRMATION,change_t,29120147,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r148,HS_n2_b1,RESERVED_CONFIRMATION,change_omega,29120148,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r149,HS_n2_b1,RESERVED_CONFIRMATION,change_g,29120149,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r150,HS_n2_b1,RESERVED_CONFIRMATION,g_zero,29120150,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r151,HS_n2_b1,RESERVED_CONFIRMATION,joint_parameters,29120151,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r152,HS_n2_b1,RESERVED_CONFIRMATION,joint_sample,29120152,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r153,HS_n2_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29120153,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r154,HS_n2_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29120154,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r155,HS_n2_b1,RESERVED_CONFIRMATION,change_L_analytic,29120155,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r156,HS_n2_b1,RESERVED_CONFIRMATION,small_nonzero_g,29120156,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r157,HS_n2_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29120157,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r158,HS_n2_b1,RESERVED_CONFIRMATION,same_input_repeat,29120158,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r159,HS_n2_b1,RESERVED_CONFIRMATION,interleaved_contexts,29120159,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r160,HS_n2_b1,RESERVED_CONFIRMATION,change_k,29120160,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r161,HS_n2_b1,RESERVED_CONFIRMATION,change_q,29120161,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r162,HS_n2_b1,RESERVED_CONFIRMATION,change_tau,29120162,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r163,HS_n2_b1,RESERVED_CONFIRMATION,change_t,29120163,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r164,HS_n2_b1,RESERVED_CONFIRMATION,change_omega,29120164,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r165,HS_n2_b1,RESERVED_CONFIRMATION,change_g,29120165,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r166,HS_n2_b1,RESERVED_CONFIRMATION,g_zero,29120166,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r167,HS_n2_b1,RESERVED_CONFIRMATION,joint_parameters,29120167,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r168,HS_n2_b1,RESERVED_CONFIRMATION,joint_sample,29120168,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r169,HS_n2_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29120169,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r170,HS_n2_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29120170,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r171,HS_n2_b1,RESERVED_CONFIRMATION,change_L_analytic,29120171,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r172,HS_n2_b1,RESERVED_CONFIRMATION,small_nonzero_g,29120172,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r173,HS_n2_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29120173,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r174,HS_n2_b1,RESERVED_CONFIRMATION,same_input_repeat,29120174,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r175,HS_n2_b1,RESERVED_CONFIRMATION,interleaved_contexts,29120175,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r176,HS_n2_b1,RESERVED_CONFIRMATION,change_k,29120176,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r177,HS_n2_b1,RESERVED_CONFIRMATION,change_q,29120177,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r178,HS_n2_b1,RESERVED_CONFIRMATION,change_tau,29120178,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r179,HS_n2_b1,RESERVED_CONFIRMATION,change_t,29120179,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r180,HS_n2_b1,RESERVED_CONFIRMATION,change_omega,29120180,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r181,HS_n2_b1,RESERVED_CONFIRMATION,change_g,29120181,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r182,HS_n2_b1,RESERVED_CONFIRMATION,g_zero,29120182,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r183,HS_n2_b1,RESERVED_CONFIRMATION,joint_parameters,29120183,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r184,HS_n2_b1,RESERVED_CONFIRMATION,joint_sample,29120184,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r185,HS_n2_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29120185,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r186,HS_n2_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29120186,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r187,HS_n2_b1,RESERVED_CONFIRMATION,change_L_analytic,29120187,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r188,HS_n2_b1,RESERVED_CONFIRMATION,small_nonzero_g,29120188,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r189,HS_n2_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29120189,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r190,HS_n2_b1,RESERVED_CONFIRMATION,same_input_repeat,29120190,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r191,HS_n2_b1,RESERVED_CONFIRMATION,interleaved_contexts,29120191,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r192,HS_n2_b1,RESERVED_CONFIRMATION,change_k,29120192,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r193,HS_n2_b1,RESERVED_CONFIRMATION,change_q,29120193,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r194,HS_n2_b1,RESERVED_CONFIRMATION,change_tau,29120194,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r195,HS_n2_b1,RESERVED_CONFIRMATION,change_t,29120195,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r196,HS_n2_b1,RESERVED_CONFIRMATION,change_omega,29120196,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r197,HS_n2_b1,RESERVED_CONFIRMATION,change_g,29120197,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r198,HS_n2_b1,RESERVED_CONFIRMATION,g_zero,29120198,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r199,HS_n2_b1,RESERVED_CONFIRMATION,joint_parameters,29120199,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r200,HS_n2_b1,RESERVED_CONFIRMATION,joint_sample,29120200,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r201,HS_n2_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29120201,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r202,HS_n2_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29120202,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r203,HS_n2_b1,RESERVED_CONFIRMATION,change_L_analytic,29120203,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r204,HS_n2_b1,RESERVED_CONFIRMATION,small_nonzero_g,29120204,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r205,HS_n2_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29120205,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r206,HS_n2_b1,RESERVED_CONFIRMATION,same_input_repeat,29120206,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r207,HS_n2_b1,RESERVED_CONFIRMATION,interleaved_contexts,29120207,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r208,HS_n2_b1,RESERVED_CONFIRMATION,change_k,29120208,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r209,HS_n2_b1,RESERVED_CONFIRMATION,change_q,29120209,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r210,HS_n2_b1,RESERVED_CONFIRMATION,change_tau,29120210,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r211,HS_n2_b1,RESERVED_CONFIRMATION,change_t,29120211,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r212,HS_n2_b1,RESERVED_CONFIRMATION,change_omega,29120212,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r213,HS_n2_b1,RESERVED_CONFIRMATION,change_g,29120213,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r214,HS_n2_b1,RESERVED_CONFIRMATION,g_zero,29120214,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r215,HS_n2_b1,RESERVED_CONFIRMATION,joint_parameters,29120215,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r216,HS_n2_b1,RESERVED_CONFIRMATION,joint_sample,29120216,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r217,HS_n2_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29120217,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r218,HS_n2_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29120218,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r219,HS_n2_b1,RESERVED_CONFIRMATION,change_L_analytic,29120219,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r220,HS_n2_b1,RESERVED_CONFIRMATION,small_nonzero_g,29120220,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r221,HS_n2_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29120221,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r222,HS_n2_b1,RESERVED_CONFIRMATION,same_input_repeat,29120222,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r223,HS_n2_b1,RESERVED_CONFIRMATION,interleaved_contexts,29120223,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r224,HS_n2_b1,RESERVED_CONFIRMATION,change_k,29120224,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r225,HS_n2_b1,RESERVED_CONFIRMATION,change_q,29120225,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r226,HS_n2_b1,RESERVED_CONFIRMATION,change_tau,29120226,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r227,HS_n2_b1,RESERVED_CONFIRMATION,change_t,29120227,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r228,HS_n2_b1,RESERVED_CONFIRMATION,change_omega,29120228,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r229,HS_n2_b1,RESERVED_CONFIRMATION,change_g,29120229,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r230,HS_n2_b1,RESERVED_CONFIRMATION,g_zero,29120230,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r231,HS_n2_b1,RESERVED_CONFIRMATION,joint_parameters,29120231,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r232,HS_n2_b1,RESERVED_CONFIRMATION,joint_sample,29120232,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r233,HS_n2_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29120233,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r234,HS_n2_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29120234,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r235,HS_n2_b1,RESERVED_CONFIRMATION,change_L_analytic,29120235,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r236,HS_n2_b1,RESERVED_CONFIRMATION,small_nonzero_g,29120236,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r237,HS_n2_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29120237,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r238,HS_n2_b1,RESERVED_CONFIRMATION,same_input_repeat,29120238,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r239,HS_n2_b1,RESERVED_CONFIRMATION,interleaved_contexts,29120239,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r240,HS_n2_b1,RESERVED_CONFIRMATION,change_k,29120240,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r241,HS_n2_b1,RESERVED_CONFIRMATION,change_q,29120241,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r242,HS_n2_b1,RESERVED_CONFIRMATION,change_tau,29120242,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r243,HS_n2_b1,RESERVED_CONFIRMATION,change_t,29120243,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r244,HS_n2_b1,RESERVED_CONFIRMATION,change_omega,29120244,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r245,HS_n2_b1,RESERVED_CONFIRMATION,change_g,29120245,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r246,HS_n2_b1,RESERVED_CONFIRMATION,g_zero,29120246,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r247,HS_n2_b1,RESERVED_CONFIRMATION,joint_parameters,29120247,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r248,HS_n2_b1,RESERVED_CONFIRMATION,joint_sample,29120248,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r249,HS_n2_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29120249,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r250,HS_n2_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29120250,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r251,HS_n2_b1,RESERVED_CONFIRMATION,change_L_analytic,29120251,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r252,HS_n2_b1,RESERVED_CONFIRMATION,small_nonzero_g,29120252,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r253,HS_n2_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29120253,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r254,HS_n2_b1,RESERVED_CONFIRMATION,same_input_repeat,29120254,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n2_r255,HS_n2_b1,RESERVED_CONFIRMATION,interleaved_contexts,29120255,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r000,HS_n3_b1,DEV,change_k,29130000,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r001,HS_n3_b1,DEV,change_q,29130001,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r002,HS_n3_b1,DEV,change_tau,29130002,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r003,HS_n3_b1,DEV,change_t,29130003,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r004,HS_n3_b1,DEV,change_omega,29130004,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n3_r005,HS_n3_b1,DEV,change_g,29130005,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
